Gene	Sample	RPKM
DPRX	ESC	0.0352841
DPRX	Endo	0
DPRX	Fetal-SI	0
DPY19L2P4	Adult-SI	0
DPY19L2P4	D4CF	0.133651
DPY19L2P4	ESC	0.249034
DPY19L2P4	Endo	0.0230127
DPY19L2P4	Fetal-SI	0.0974821
DR1	Adult-SI	17.9396
DR1	D4CF	47.4935
DR1	ESC	32.7673
DR1	Endo	22.968
DR1	Fetal-SI	20.8525
DSG1	Adult-SI	0.0140396
DSG1	D4CF	0.0189326
DSG1	ESC	0.0526045
DSG1	Endo	0
DSG1	Fetal-SI	0.0302765
DSG4	Adult-SI	0.0872929
DSG4	D4CF	0.182762
DSG4	ESC	0.00463467
DSG4	Endo	0
DSG4	Fetal-SI	0.0134293
DSP	Adult-SI	69.2723
DSP	D4CF	102.269
DSP	ESC	19.7526
DSP	Endo	53.7863
DSP	Fetal-SI	73.2894
DST	Adult-SI	10.6193
DST	D4CF	6.76493
DST	ESC	18.7882
DST	Endo	24.8908
DST	Fetal-SI	27.0819
DTWD1	Adult-SI	3.90915
DTWD1	D4CF	15.8337
DTWD1	ESC	15.1603
DTWD1	Endo	10.7749
DTWD1	Fetal-SI	5.21299
DUSP14	Adult-SI	3.43444
DUSP14	D4CF	17.1968
DUSP14	ESC	17.0709
DUSP14	Endo	20.8736
DUSP14	Fetal-SI	3.90547
DUSP15	Adult-SI	1.53246
DUSP15	D4CF	1.92575
DUSP15	ESC	1.94944
DUSP15	Endo	1.3023
DUSP15	Fetal-SI	5.64165
DUSP27	Adult-SI	0.0192302
DUSP27	D4CF	0.077463
DUSP27	ESC	0.180214
DUSP27	Endo	0.201672
DUSP27	Fetal-SI	0.247648
DYTN	Adult-SI	0
DYTN	D4CF	0
DYTN	ESC	0.00873327
DYTN	Endo	0
DYTN	Fetal-SI	0
E2F5	Adult-SI	4.80365
E2F5	D4CF	78.0929
E2F5	ESC	51.6224
E2F5	Endo	55.7825
E2F5	Fetal-SI	6.03941
EDARADD	Adult-SI	16.7177
EDARADD	D4CF	146.893
EDARADD	ESC	79.1415
EDARADD	Endo	84.264
EDARADD	Fetal-SI	17.3189
EDNRB	Adult-SI	3.38225
EDNRB	D4CF	0.0882949
EDNRB	ESC	7.80098
EDNRB	Endo	0.849224
EDNRB	Fetal-SI	52.1846
EFHC1	Adult-SI	2.51955
EFHC1	D4CF	6.57838
EFHC1	ESC	5.12852
EFHC1	Endo	4.52442
EFHC1	Fetal-SI	3.68119
EGFLAM	Adult-SI	0.408253
EGFLAM	D4CF	7.97006
EGFLAM	ESC	0.0868168
EGFLAM	Endo	2.96122
EGFLAM	Fetal-SI	0.978538
EHBP1	Adult-SI	7.43153
EHBP1	D4CF	14.0146
EHBP1	ESC	20.99
EHBP1	Endo	11.9001
EHBP1	Fetal-SI	10.8526
EIF3M	Adult-SI	114.924
EIF3M	D4CF	316.984
EIF3M	ESC	279.441
EIF3M	Endo	171.144
EIF3M	Fetal-SI	84.3816
EIF4G3	Adult-SI	12.4847
EIF4G3	D4CF	36.254
EIF4G3	ESC	42.4853
EIF4G3	Endo	48.4943
EIF4G3	Fetal-SI	14.9653
ELK3	Adult-SI	5.45623
ELK3	D4CF	16.5209
ELK3	ESC	4.18205
ELK3	Endo	10.151
ELK3	Fetal-SI	8.73109
ELOVL6	Adult-SI	10.1222
ELOVL6	D4CF	54.3696
ELOVL6	ESC	64.4686
ELOVL6	Endo	44.1496
ELOVL6	Fetal-SI	5.04106
ERO1LB	Adult-SI	3.77963
ERO1LB	D4CF	3.61488
ERO1LB	ESC	2.73262
ERO1LB	Endo	1.83213
ERO1LB	Fetal-SI	2.06419
ESCO2	Adult-SI	7.52901
ESCO2	D4CF	11.3554
ESCO2	ESC	10.4718
ESCO2	Endo	3.9288
ESCO2	Fetal-SI	3.0345
ESR1	Adult-SI	0.173576
ESR1	D4CF	0
ESR1	ESC	0.0304341
ESR1	Endo	0.0333515
ESR1	Fetal-SI	0.020787
ETS1	Adult-SI	13.5072
ETS1	D4CF	5.69543
ETS1	ESC	24.1484
ETS1	Endo	32.6189
ETS1	Fetal-SI	14.3351
EVI5	Adult-SI	4.72441
EVI5	D4CF	4.24236
EVI5	ESC	2.83123
EVI5	Endo	5.8208
EVI5	Fetal-SI	5.6461
FABP9	Adult-SI	0
FABP9	D4CF	0.0844518
FABP9	ESC	0
FABP9	Endo	0
FABP9	Fetal-SI	0
FAM101B	Adult-SI	7.08689
FAM101B	D4CF	2.5449
FAM101B	ESC	16.4065
FAM101B	Endo	3.99132
FAM101B	Fetal-SI	19.5415
FAM110B	Adult-SI	0.461532
FAM110B	D4CF	2.13954
FAM110B	ESC	1.47855
FAM110B	Endo	1.55226
FAM110B	Fetal-SI	1.97416
FAM127A	Adult-SI	44.8857
FAM127A	D4CF	19.4531
FAM127A	ESC	23.163
FAM127A	Endo	28.9529
FAM127A	Fetal-SI	51.6015
FAM175B	Adult-SI	12.2528
FAM175B	D4CF	15.5057
FAM175B	ESC	11.977
FAM175B	Endo	13.3558
FAM175B	Fetal-SI	8.11802
FAM178A	Adult-SI	4.16492
FAM178A	D4CF	17.3758
FAM178A	ESC	9.80737
FAM178A	Endo	11.9866
FAM178A	Fetal-SI	12.2507
FAM180A	Adult-SI	0.557868
FAM180A	D4CF	0
FAM180A	ESC	0.0124117
FAM180A	Endo	0.0161583
FAM180A	Fetal-SI	0
FAM183A	Adult-SI	0.121525
FAM183A	D4CF	1.92361
FAM183A	ESC	1.78253
FAM183A	Endo	0.164881
FAM183A	Fetal-SI	0.112345
FAM184A	Adult-SI	1.95417
FAM184A	D4CF	15.5629
FAM184A	ESC	8.64749
FAM184A	Endo	108.73
FAM184A	Fetal-SI	4.14522
FAM186B	Adult-SI	0.107208
FAM186B	D4CF	0.132137
FAM186B	ESC	0.250717
FAM186B	Endo	0.283174
FAM186B	Fetal-SI	0.436726
FAM217B	Adult-SI	4.36067
FAM217B	D4CF	11.4748
FAM217B	ESC	10.9405
FAM217B	Endo	9.79529
FAM217B	Fetal-SI	7.02139
FAM26D	Adult-SI	0
FAM26D	D4CF	0.0802373
FAM26D	ESC	0.0141521
FAM26D	Endo	0.269143
FAM26D	Fetal-SI	0.0180593
FAM91A1	Adult-SI	18.143
FAM91A1	D4CF	9.96524
FAM91A1	ESC	8.86394
FAM91A1	Endo	12.7998
FAM91A1	Fetal-SI	12.961
FAR2	Adult-SI	12.7691
FAR2	D4CF	6.85989
FAR2	ESC	18.476
FAR2	Endo	16.4607
FAR2	Fetal-SI	11.8134
FBXL3	Adult-SI	24.8673
FBXL3	D4CF	13.2528
FBXL3	ESC	7.55937
FBXL3	Endo	14.5882
FBXL3	Fetal-SI	20.4822
FBXW12	Adult-SI	0
FBXW12	D4CF	0.220213
FBXW12	ESC	0.606048
FBXW12	Endo	0.195224
FBXW12	Fetal-SI	0.0142196
FDFT1	Adult-SI	68.1539
FDFT1	D4CF	179.442
FDFT1	ESC	292.67
FDFT1	Endo	128.107
FDFT1	Fetal-SI	31.7161
FDXR	Adult-SI	8.85363
FDXR	D4CF	2.72263
FDXR	ESC	4.38608
FDXR	Endo	2.0244
FDXR	Fetal-SI	3.79265
FER	Adult-SI	0.817748
FER	D4CF	5.57545
FER	ESC	3.17759
FER	Endo	4.85573
FER	Fetal-SI	2.32713
FGGY	Adult-SI	6.12491
FGGY	D4CF	5.70383
FGGY	ESC	4.41631
FGGY	Endo	2.63292
FGGY	Fetal-SI	7.82274
FGL1	Adult-SI	0.213046
FGL1	D4CF	0.0131841
FGL1	ESC	0
FGL1	Endo	0
FGL1	Fetal-SI	0.201305
FLJ46066	Adult-SI	0.256096
FLJ46066	D4CF	0
FLJ46066	ESC	0
FLJ46066	Endo	0
FLJ46066	Fetal-SI	0
FMNL3	Adult-SI	1.39302
FMNL3	D4CF	3.41494
FMNL3	ESC	4.78135
FMNL3	Endo	6.25073
FMNL3	Fetal-SI	4.10257
FMO1	Adult-SI	0.115286
FMO1	D4CF	0.0452057
FMO1	ESC	0.0937006
FMO1	Endo	0.0351456
FMO1	Fetal-SI	79.1372
FMO6P	Adult-SI	0.232565
FMO6P	D4CF	0
FMO6P	ESC	0
FMO6P	Endo	0
FMO6P	Fetal-SI	0.0341581
FMO9P	Adult-SI	0
FMO9P	D4CF	0
FMO9P	ESC	0
FMO9P	Endo	0.0180245
FMO9P	Fetal-SI	0
FNDC3B	Adult-SI	5.32475
FNDC3B	D4CF	20.1886
FNDC3B	ESC	10.921
FNDC3B	Endo	27.6799
FNDC3B	Fetal-SI	13.3087
FSHR	Adult-SI	0
FSHR	D4CF	0.10156
FSHR	ESC	0.00628237
FSHR	Endo	0.231779
FSHR	Fetal-SI	0
FTH1	Adult-SI	2704.54
FTH1	D4CF	139.904
FTH1	ESC	241.997
FTH1	Endo	265.903
FTH1	Fetal-SI	666.04
GALT	Adult-SI	64.4078
GALT	D4CF	9.05108
GALT	ESC	10.2457
GALT	Endo	8.64795
GALT	Fetal-SI	25.673
GATA3	Adult-SI	0.335843
GATA3	D4CF	3.81448
GATA3	ESC	0.0140308
GATA3	Endo	10.5042
GATA3	Fetal-SI	0.321303
GC	Adult-SI	1.52494
GC	D4CF	0
GC	ESC	0.257773
GC	Endo	0.0787785
GC	Fetal-SI	1.02422
GCC2	Adult-SI	11.6559
GCC2	D4CF	24.7615
GCC2	ESC	15.1216
GCC2	Endo	16.2499
GCC2	Fetal-SI	24.8454
GCK	Adult-SI	0.116842
GCK	D4CF	0.0676494
GCK	ESC	0.445657
GCK	Endo	0.275534
GCK	Fetal-SI	0.562855
GCNT4	Adult-SI	8.94984
GCNT4	D4CF	3.16148
GCNT4	ESC	9.23504
GCNT4	Endo	1.61215
GCNT4	Fetal-SI	8.62405
GDE1	Adult-SI	35.7604
GDE1	D4CF	35.8012
GDE1	ESC	30.8107
GDE1	Endo	29.8015
GDE1	Fetal-SI	26.6055
GEMIN8	Adult-SI	3.02925
GEMIN8	D4CF	5.44444
GEMIN8	ESC	5.43183
GEMIN8	Endo	3.32279
GEMIN8	Fetal-SI	4.30333
GGH	Adult-SI	3.97517
GGH	D4CF	97.4467
GGH	ESC	33.3686
GGH	Endo	54.6521
GGH	Fetal-SI	53.4262
GLE1	Adult-SI	19.7234
GLE1	D4CF	19.4495
GLE1	ESC	10.5425
GLE1	Endo	10.9373
GLE1	Fetal-SI	14.8779
GLT6D1	Adult-SI	0
GLT6D1	D4CF	0
GLT6D1	ESC	2.36275
GLT6D1	Endo	0.387442
GLT6D1	Fetal-SI	0
GLT8D2	Adult-SI	1.60785
GLT8D2	D4CF	6.75554
GLT8D2	ESC	4.28836
GLT8D2	Endo	1.06467
GLT8D2	Fetal-SI	6.21295
GNG3	Adult-SI	2.96948
GNG3	D4CF	5.08526
GNG3	ESC	9.28879
GNG3	Endo	1.53723
GNG3	Fetal-SI	7.82559
GNGT1	Adult-SI	0
GNGT1	D4CF	0.364956
GNGT1	ESC	0.130444
GNGT1	Endo	0
GNGT1	Fetal-SI	0
GNRHR	Adult-SI	0.0200489
GNRHR	D4CF	0.0304038
GNRHR	ESC	0.181459
GNRHR	Endo	0.125472
GNRHR	Fetal-SI	0.22047
GOLGA8A	Adult-SI	11.9589
GOLGA8A	D4CF	5.71274
GOLGA8A	ESC	6.75018
GOLGA8A	Endo	12.5566
GOLGA8A	Fetal-SI	9.26961
GPATCH8	Adult-SI	10.1861
GPATCH8	D4CF	15.7497
GPATCH8	ESC	18.9672
GPATCH8	Endo	20.1106
GPATCH8	Fetal-SI	14.1293
GPM6A	Adult-SI	1.43407
GPM6A	D4CF	30.9855
GPM6A	ESC	3.4773
GPM6A	Endo	21.0125
GPM6A	Fetal-SI	7.24651
GPR173	Adult-SI	0.554988
GPR173	D4CF	2.91967
GPR173	ESC	4.1813
GPR173	Endo	3.03742
GPR173	Fetal-SI	4.10021
GPR22	Adult-SI	0.161501
GPR22	D4CF	0.0121396
GPR22	ESC	0.033449
GPR22	Endo	0.0582853
GPR22	Fetal-SI	1.15492
GPR39	Adult-SI	5.23704
GPR39	D4CF	0.40138
GPR39	ESC	0.48615
GPR39	Endo	3.92789
GPR39	Fetal-SI	6.8178
GPR56	Adult-SI	10.3829
GPR56	D4CF	4.14169
GPR56	ESC	0.255034
GPR56	Endo	0.0642289
GPR56	Fetal-SI	48.126
GPR87	Adult-SI	0.0281571
GPR87	D4CF	0.147217
GPR87	ESC	0.415192
GPR87	Endo	0.177117
GPR87	Fetal-SI	0.0149772
GPR89A	Adult-SI	6.67965
GPR89A	D4CF	1.46459
GPR89A	ESC	1.07054
GPR89A	Endo	1.93337
GPR89A	Fetal-SI	1.76229
GRAMD1A	Adult-SI	4.61913
GRAMD1A	D4CF	11.745
GRAMD1A	ESC	21.5443
GRAMD1A	Endo	12.1226
GRAMD1A	Fetal-SI	15.5434
GREB1	Adult-SI	0.245192
GREB1	D4CF	27.5955
GREB1	ESC	5.97948
GREB1	Endo	20.9014
GREB1	Fetal-SI	0.999767
GRK5	Adult-SI	27.8286
GRK5	D4CF	4.99608
GRK5	ESC	1.18713
GRK5	Endo	1.17777
GRK5	Fetal-SI	10.332
GRXCR2	Adult-SI	0
GRXCR2	D4CF	0
GRXCR2	ESC	0
GRXCR2	Endo	0
GRXCR2	Fetal-SI	0
GSTTP2	Adult-SI	0
GSTTP2	D4CF	0
GSTTP2	ESC	0.02584
GSTTP2	Endo	0
GSTTP2	Fetal-SI	0
GTF2H2	Adult-SI	0.298167
GTF2H2	D4CF	2.49992
GTF2H2	ESC	3.07896
GTF2H2	Endo	2.95356
GTF2H2	Fetal-SI	0.796067
GTF3C3	Adult-SI	8.38371
GTF3C3	D4CF	43.9859
GTF3C3	ESC	20.6206
GTF3C3	Endo	29.5554
GTF3C3	Fetal-SI	11.0877
GTSF1	Adult-SI	0.743445
GTSF1	D4CF	0.0280971
GTSF1	ESC	0.247707
GTSF1	Endo	0.0958641
GTSF1	Fetal-SI	0.0301933
GXYLT2	Adult-SI	0.193393
GXYLT2	D4CF	5.45217
GXYLT2	ESC	2.11582
GXYLT2	Endo	4.8692
GXYLT2	Fetal-SI	3.02176
GYS2	Adult-SI	0
GYS2	D4CF	0
GYS2	ESC	0.0408823
GYS2	Endo	0.0409835
GYS2	Fetal-SI	0.106685
GZMA	Adult-SI	5.53829
GZMA	D4CF	0.02252
GZMA	ESC	0.0226392
GZMA	Endo	0.165066
GZMA	Fetal-SI	0.844846
HAMP	Adult-SI	0
HAMP	D4CF	0
HAMP	ESC	0
HAMP	Endo	0.40015
HAMP	Fetal-SI	0.0862267
HAP1	Adult-SI	0.364736
HAP1	D4CF	0.528491
HAP1	ESC	0.817451
HAP1	Endo	0.238762
HAP1	Fetal-SI	0.23891
HAUS6	Adult-SI	2.40381
HAUS6	D4CF	13.5706
HAUS6	ESC	11.7247
HAUS6	Endo	9.67951
HAUS6	Fetal-SI	2.31747
HCAR1	Adult-SI	0.0797671
HCAR1	D4CF	0.00594151
HCAR1	ESC	0.0357639
HCAR1	Endo	0
HCAR1	Fetal-SI	0.169517
HDAC11	Adult-SI	13.1794
HDAC11	D4CF	1.45433
HDAC11	ESC	1.377
HDAC11	Endo	1.3671
HDAC11	Fetal-SI	8.52383
HDHD3	Adult-SI	202.075
HDHD3	D4CF	2.64667
HDHD3	ESC	4.10453
HDHD3	Endo	6.69326
HDHD3	Fetal-SI	64.3479
HERC4	Adult-SI	23.1938
HERC4	D4CF	19.14
HERC4	ESC	14.9677
HERC4	Endo	16.9726
HERC4	Fetal-SI	11.5586
HEXIM2	Adult-SI	8.33336
HEXIM2	D4CF	1.60059
HEXIM2	ESC	1.37669
HEXIM2	Endo	1.25705
HEXIM2	Fetal-SI	5.62918
HGF	Adult-SI	0.142777
HGF	D4CF	0.125698
HGF	ESC	0.229536
HGF	Endo	0.0971268
HGF	Fetal-SI	0.675125
HHLA1	Adult-SI	0
HHLA1	D4CF	0
HHLA1	ESC	4.0039
HHLA1	Endo	0.00661495
HHLA1	Fetal-SI	0
HIC2	Adult-SI	1.26839
HIC2	D4CF	6.5025
HIC2	ESC	4.86192
HIC2	Endo	9.41907
HIC2	Fetal-SI	13.1375
HIF1A	Adult-SI	23.0848
HIF1A	D4CF	92.3639
HIF1A	ESC	132.507
HIF1A	Endo	126.557
HIF1A	Fetal-SI	24.0191
HIST1H2AL	Adult-SI	7.48323
HIST1H2AL	D4CF	0.40653
HIST1H2AL	ESC	0.0745139
HIST1H2AL	Endo	0
HIST1H2AL	Fetal-SI	0
HIST1H2BI	Adult-SI	5.12378
HIST1H2BI	D4CF	2.00706
HIST1H2BI	ESC	0.13447
HIST1H2BI	Endo	0.423066
HIST1H2BI	Fetal-SI	0.0992489
HIST1H3C	Adult-SI	2.40626
HIST1H3C	D4CF	0
HIST1H3C	ESC	0
HIST1H3C	Endo	0
HIST1H3C	Fetal-SI	0
HIST1H3G	Adult-SI	2.91241
HIST1H3G	D4CF	3.56697
HIST1H3G	ESC	1.18277
HIST1H3G	Endo	0.76164
HIST1H3G	Fetal-SI	1.05387
HIST3H3	Adult-SI	0
HIST3H3	D4CF	0
HIST3H3	ESC	0.12811
HIST3H3	Endo	0
HIST3H3	Fetal-SI	0
HKDC1	Adult-SI	73.8889
HKDC1	D4CF	0.284637
HKDC1	ESC	0.0774663
HKDC1	Endo	0.0179678
HKDC1	Fetal-SI	21.4759
HKR1	Adult-SI	8.95447
HKR1	D4CF	15.8065
HKR1	ESC	14.1306
HKR1	Endo	14.8235
HKR1	Fetal-SI	11.1209
HLA-DRB6	Adult-SI	0
HLA-DRB6	Adult-SI	1.6198
HLA-DRB6	D4CF	0
HLA-DRB6	D4CF	0.201482
HLA-DRB6	ESC	0
HLA-DRB6	Endo	0
HLA-DRB6	Endo	0.105751
HLA-DRB6	Fetal-SI	0
HLA-DRB6	Fetal-SI	4.21599
HMGA2	Adult-SI	0.918469
HMGA2	D4CF	256.832
HMGA2	ESC	88.7043
HMGA2	Endo	142.494
HMGA2	Fetal-SI	17.4371
HNRNPH3	Adult-SI	83.7247
HNRNPH3	D4CF	263.189
HNRNPH3	ESC	206.847
HNRNPH3	Endo	149.899
HNRNPH3	Fetal-SI	71.6185
HPD	Adult-SI	0.121577
HPD	D4CF	0.129444
HPD	ESC	0.0398745
HPD	Endo	0.105563
HPD	Fetal-SI	0.077997
HSD17B4	Adult-SI	119.524
HSD17B4	D4CF	99.5227
HSD17B4	ESC	174.278
HSD17B4	Endo	195.526
HSD17B4	Fetal-SI	38.8869
HSDL2	Adult-SI	34.5433
HSDL2	D4CF	24.5411
HSDL2	ESC	16.4813
HSDL2	Endo	14.0731
HSDL2	Fetal-SI	22.5736
HSP90AB4P	Adult-SI	1.58205
HSP90AB4P	D4CF	0.087543
HSP90AB4P	ESC	0.0920534
HSP90AB4P	Endo	0.0513322
HSP90AB4P	Fetal-SI	0.012134
HTR1F	Adult-SI	0.0247854
HTR1F	D4CF	2.28615
HTR1F	ESC	0.228067
HTR1F	Endo	0.0351868
HTR1F	Fetal-SI	0.0576563
HTR7	Adult-SI	0.18151
HTR7	D4CF	0.239368
HTR7	ESC	10.9622
HTR7	Endo	1.19919
HTR7	Fetal-SI	0.543496
HVCN1	Adult-SI	1.84965
HVCN1	D4CF	3.44423
HVCN1	ESC	4.51789
HVCN1	Endo	3.35441
HVCN1	Fetal-SI	2.63344
HYALP1	Adult-SI	0
HYALP1	D4CF	0
HYALP1	ESC	0
HYALP1	Endo	0
HYALP1	Fetal-SI	0
IBSP	Adult-SI	0
IBSP	D4CF	0.018355
IBSP	ESC	0.039877
IBSP	Endo	0.0372095
IBSP	Fetal-SI	0
IDH1	Adult-SI	202.18
IDH1	D4CF	100.604
IDH1	ESC	299.929
IDH1	Endo	367.486
IDH1	Fetal-SI	94.0681
IER3IP1	Adult-SI	48.8072
IER3IP1	D4CF	52.3445
IER3IP1	ESC	28.5723
IER3IP1	Endo	21.4471
IER3IP1	Fetal-SI	39.6503
IFIT2	Adult-SI	5.23469
IFIT2	D4CF	0.0280954
IFIT2	ESC	0.187331
IFIT2	Endo	0.189196
IFIT2	Fetal-SI	1.25189
IFNA2	Adult-SI	0
IFNA2	D4CF	0
IFNA2	ESC	0
IFNA2	Endo	0
IFNA2	Fetal-SI	0
IGSF11-AS1	Adult-SI	0
IGSF11-AS1	D4CF	0
IGSF11-AS1	ESC	0
IGSF11-AS1	Endo	0.0680861
IGSF11-AS1	Fetal-SI	0
IKZF5	Adult-SI	5.32078
IKZF5	D4CF	7.0059
IKZF5	ESC	9.1692
IKZF5	Endo	14.2852
IKZF5	Fetal-SI	9.48118
IL17A	Adult-SI	0.0223345
IL17A	D4CF	0
IL17A	ESC	0
IL17A	Endo	0
IL17A	Fetal-SI	0.0823451
IL20RA	Adult-SI	1.7928
IL20RA	D4CF	0.298099
IL20RA	ESC	1.28815
IL20RA	Endo	0.108694
IL20RA	Fetal-SI	0.79707
IL4R	Adult-SI	22.0319
IL4R	D4CF	4.1993
IL4R	ESC	7.89341
IL4R	Endo	6.85999
IL4R	Fetal-SI	12.9657
ILDR1	Adult-SI	1.72465
ILDR1	D4CF	0.00798868
ILDR1	ESC	0.623338
ILDR1	Endo	0.486115
ILDR1	Fetal-SI	3.52869
IPO7	Adult-SI	25.0362
IPO7	D4CF	120.055
IPO7	ESC	74.8328
IPO7	Endo	75.0106
IPO7	Fetal-SI	32.1813
IPO8	Adult-SI	13.6554
IPO8	D4CF	24.7532
IPO8	ESC	27.1702
IPO8	Endo	18.9137
IPO8	Fetal-SI	15.5627
IQUB	Adult-SI	0.165911
IQUB	D4CF	0.37456
IQUB	ESC	0.483955
IQUB	Endo	0.408346
IQUB	Fetal-SI	0.0899223
ITGB1	Adult-SI	29.8445
ITGB1	D4CF	146.178
ITGB1	ESC	102.296
ITGB1	Endo	162.811
ITGB1	Fetal-SI	69.8763
ITGB5	Adult-SI	15.8179
ITGB5	D4CF	76.5851
ITGB5	ESC	54.204
ITGB5	Endo	171.631
ITGB5	Fetal-SI	27.8359
ITLN1	Adult-SI	58.8995
ITLN1	D4CF	0.0341787
ITLN1	ESC	0
ITLN1	Endo	0
ITLN1	Fetal-SI	79.6392
JAKMIP2	Adult-SI	0.258896
JAKMIP2	D4CF	9.68641
JAKMIP2	ESC	6.57013
JAKMIP2	Endo	3.80787
JAKMIP2	Fetal-SI	1.43491
JDP2	Adult-SI	17.3175
JDP2	D4CF	3.05541
JDP2	ESC	2.76242
JDP2	Endo	1.90052
JDP2	Fetal-SI	5.10941
KC6	Adult-SI	0
KC6	D4CF	4.82521
KC6	ESC	2.22719
KC6	Endo	1.99341
KC6	Fetal-SI	0.329282
KCNG4	Adult-SI	0
KCNG4	D4CF	0
KCNG4	ESC	0
KCNG4	Endo	0
KCNG4	Fetal-SI	0
KCNJ13	Adult-SI	40.6645
KCNJ13	D4CF	0.193585
KCNJ13	ESC	0.107364
KCNJ13	Endo	0.275634
KCNJ13	Fetal-SI	10.4052
KCNK5	Adult-SI	43.5001
KCNK5	D4CF	1.10323
KCNK5	ESC	11.0327
KCNK5	Endo	4.73729
KCNK5	Fetal-SI	13.8044
KCNN2	Adult-SI	0.0886875
KCNN2	D4CF	5.9701
KCNN2	ESC	16.1803
KCNN2	Endo	1.75849
KCNN2	Fetal-SI	0.66095
KCP	Adult-SI	2.21675
KCP	D4CF	0.699517
KCP	ESC	0.342278
KCP	Endo	1.28391
KCP	Fetal-SI	0.49667
KCTD6	Adult-SI	4.48778
KCTD6	D4CF	18.6223
KCTD6	ESC	16.3868
KCTD6	Endo	17.7854
KCTD6	Fetal-SI	9.50614
KDM1B	Adult-SI	6.21352
KDM1B	D4CF	7.38494
KDM1B	ESC	3.95584
KDM1B	Endo	2.62424
KDM1B	Fetal-SI	4.4895
KDM6B	Adult-SI	10.1014
KDM6B	D4CF	3.57597
KDM6B	ESC	0.950089
KDM6B	Endo	6.49435
KDM6B	Fetal-SI	11.4176
KIAA0040	Adult-SI	9.6398
KIAA0040	D4CF	0.647179
KIAA0040	ESC	5.92412
KIAA0040	Endo	7.24993
KIAA0040	Fetal-SI	4.84449
KIAA0087	Adult-SI	0.0536715
KIAA0087	D4CF	0.0478293
KIAA0087	ESC	0
KIAA0087	Endo	0
KIAA0087	Fetal-SI	0.0965565
KIAA1279	Adult-SI	11.9502
KIAA1279	D4CF	20.0708
KIAA1279	ESC	28.9501
KIAA1279	Endo	36.9441
KIAA1279	Fetal-SI	11.4412
KIAA1456	Adult-SI	0.782151
KIAA1456	D4CF	1.44383
KIAA1456	ESC	0.51766
KIAA1456	Endo	9.65596
KIAA1456	Fetal-SI	0.693865
KIAA1462	Adult-SI	2.25975
KIAA1462	D4CF	2.88208
KIAA1462	ESC	1.11113
KIAA1462	Endo	9.39396
KIAA1462	Fetal-SI	4.55061
KIAA1671	Adult-SI	8.61048
KIAA1671	D4CF	5.30687
KIAA1671	ESC	5.90619
KIAA1671	Endo	8.32733
KIAA1671	Fetal-SI	9.97045
KIF5C	Adult-SI	1.20951
KIF5C	D4CF	25.0792
KIF5C	ESC	31.5845
KIF5C	Endo	28.6233
KIF5C	Fetal-SI	9.561
KIF7	Adult-SI	0.481938
KIF7	D4CF	2.15602
KIF7	ESC	2.6271
KIF7	Endo	3.20728
KIF7	Fetal-SI	2.34414
KLHDC10	Adult-SI	9.67153
KLHDC10	D4CF	17.7023
KLHDC10	ESC	8.42878
KLHDC10	Endo	10.1674
KLHDC10	Fetal-SI	11.8082
KLRC1	Adult-SI	0.446515
KLRC1	D4CF	0
KLRC1	ESC	0
KLRC1	Endo	0.0641726
KLRC1	Fetal-SI	1.04999
KLRC2	Adult-SI	0.889876
KLRC2	D4CF	0
KLRC2	ESC	0
KLRC2	Endo	0.0462607
KLRC2	Fetal-SI	0.369893
KLRC3	Adult-SI	0.829631
KLRC3	D4CF	0.0212176
KLRC3	ESC	0
KLRC3	Endo	0
KLRC3	Fetal-SI	0.286084
KRT6B	Adult-SI	0.0177642
KRT6B	D4CF	0
KRT6B	ESC	0
KRT6B	Endo	0
KRT6B	Fetal-SI	0
KRTAP10-2	Adult-SI	0.0428905
KRTAP10-2	D4CF	0
KRTAP10-2	ESC	0
KRTAP10-2	Endo	0
KRTAP10-2	Fetal-SI	0
KRTAP10-7	Adult-SI	0
KRTAP10-7	D4CF	0
KRTAP10-7	ESC	0
KRTAP10-7	Endo	0
KRTAP10-7	Fetal-SI	0
LALBA	Adult-SI	0
LALBA	D4CF	0
LALBA	ESC	0
LALBA	Endo	0
LALBA	Fetal-SI	0
LAMP1	Adult-SI	59.1468
LAMP1	D4CF	66.0035
LAMP1	ESC	80.1352
LAMP1	Endo	101.31
LAMP1	Fetal-SI	128.374
LCN9	Adult-SI	0
LCN9	D4CF	0.505408
LCN9	ESC	5.28573
LCN9	Endo	2.247
LCN9	Fetal-SI	0
LDHC	Adult-SI	1.9596
LDHC	D4CF	0.097372
LDHC	ESC	1.68364
LDHC	Endo	0.714535
LDHC	Fetal-SI	0
LDHD	Adult-SI	22.4277
LDHD	D4CF	0.00949153
LDHD	ESC	0.997845
LDHD	Endo	0.0582385
LDHD	Fetal-SI	4.22702
LGALS8	Adult-SI	14.2179
LGALS8	D4CF	21.7753
LGALS8	ESC	3.31832
LGALS8	Endo	2.17685
LGALS8	Fetal-SI	11.6413
LIN28A	Adult-SI	0
LIN28A	D4CF	463.923
LIN28A	ESC	454.919
LIN28A	Endo	430.924
LIN28A	Fetal-SI	0.0108344
LIN9	Adult-SI	2.7155
LIN9	D4CF	14.9816
LIN9	ESC	9.19152
LIN9	Endo	7.80867
LIN9	Fetal-SI	2.5803
LINC00320	Adult-SI	0
LINC00320	D4CF	0
LINC00320	ESC	0
LINC00320	Endo	0
LINC00320	Fetal-SI	0.0217463
LINC00327	Adult-SI	0.0196145
